age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,income
45.0,private,367037.0,hs-grad,9.0,divorced,adm-clerical,unmarried,white,female,40.0,united-states,<=50k
41.0,private,306405.0,some-college,10.0,married-civ-spouse,tech-support,wife,white,female,40.0,united-states,<=50k
37.0,state-gov,24342.0,some-college,10.0,married-civ-spouse,exec-managerial,husband,white,male,38.0,united-states,<=50k
32.0,self-emp-not-inc,65278.0,doctorate,16.0,married-civ-spouse,exec-managerial,husband,white,male,40.0,united-states,<=50k
37.0,state-gov,60227.0,bachelors,13.0,never-married,adm-clerical,not-in-family,white,male,38.0,united-states,<=50k
36.0,private,248010.0,hs-grad,9.0,married-civ-spouse,adm-clerical,husband,white,male,45.0,united-states,<=50k
47.0,private,368561.0,some-college,10.0,married-civ-spouse,craft-repair,husband,white,male,40.0,united-states,>50k
57.0,self-emp-not-inc,222216.0,some-college,10.0,married-civ-spouse,exec-managerial,wife,white,female,52.5,united-states,<=50k
26.0,private,105787.0,hs-grad,9.0,never-married,craft-repair,own-child,white,male,36.0,united-states,<=50k
21.0,state-gov,416720.25,some-college,10.0,never-married,other-service,own-child,black,female,32.5,united-states,<=50k
25.0,private,141876.0,masters,14.0,never-married,prof-specialty,unmarried,white,male,45.0,united-states,<=50k
22.0,private,123727.0,some-college,10.0,never-married,craft-repair,not-in-family,white,female,32.5,united-states,<=50k
38.0,federal-gov,238342.0,bachelors,13.0,married-civ-spouse,sales,husband,white,male,42.0,united-states,>50k
28.0,private,156300.0,masters,14.0,never-married,exec-managerial,not-in-family,black,female,45.0,united-states,<=50k
30.0,private,296453.0,hs-grad,9.0,never-married,craft-repair,not-in-family,white,male,35.0,united-states,<=50k
50.0,private,165050.0,10th,6.0,married-civ-spouse,craft-repair,husband,white,male,40.0,united-states,>50k
27.0,private,198286.0,some-college,10.0,never-married,other-service,not-in-family,white,female,34.0,united-states,<=50k
20.0,private,247115.0,some-college,10.0,never-married,craft-repair,unmarried,black,female,35.0,united-states,<=50k
36.0,private,173542.0,bachelors,13.0,married-civ-spouse,prof-specialty,husband,white,male,40.0,united-states,>50k
21.0,private,131473.0,some-college,10.0,never-married,sales,own-child,asian-pac-islander,male,32.5,other-merged,<=50k
38.0,private,187264.0,hs-grad,10.0,married-civ-spouse,exec-managerial,wife,white,female,52.5,united-states,<=50k
41.0,federal-gov,197069.0,some-college,10.0,married-spouse-absent,adm-clerical,not-in-family,black,male,40.0,united-states,<=50k
80.5,private,218124.0,11th,7.0,never-married,sales,own-child,white,female,32.5,united-states,<=50k
35.0,private,47707.0,hs-grad,9.0,never-married,other-service,not-in-family,black,female,40.0,united-states,<=50k
30.0,private,194827.0,some-college,10.0,married-civ-spouse,craft-repair,husband,white,male,40.0,united-states,<=50k
36.0,self-emp-not-inc,118429.0,hs-grad,9.0,married-civ-spouse,exec-managerial,husband,white,male,50.0,united-states,<=50k
31.0,private,199883.0,12th,8.0,divorced,transport-moving,own-child,white,male,40.0,united-states,<=50k
31.0,private,169002.0,hs-grad,9.0,married-civ-spouse,handlers-cleaners,husband,white,male,52.5,united-states,<=50k
29.0,self-emp-not-inc,394927.0,some-college,10.0,never-married,craft-repair,not-in-family,white,male,45.0,united-states,<=50k
61.0,private,225970.0,hs-grad,9.0,married-civ-spouse,tech-support,husband,white,male,40.0,united-states,>50k
30.0,self-emp-inc,78530.0,hs-grad,9.0,married-civ-spouse,exec-managerial,husband,white,male,52.5,canada,>50k
36.0,private,182863.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,50.0,united-states,>50k
18.0,private,226956.0,hs-grad,9.0,never-married,other-service,own-child,white,female,32.5,united-states,<=50k
29.0,private,180758.0,masters,14.0,never-married,prof-specialty,not-in-family,white,male,40.0,united-states,<=50k
38.0,private,27997.0,assoc-voc,11.0,divorced,craft-repair,not-in-family,white,male,40.0,united-states,<=50k
59.0,self-emp-inc,253062.0,prof-school,15.0,married-civ-spouse,prof-specialty,husband,white,male,52.5,united-states,>50k
24.0,private,325596.0,bachelors,13.0,never-married,adm-clerical,own-child,white,male,35.0,united-states,<=50k
37.0,private,245482.0,hs-grad,9.0,married-civ-spouse,transport-moving,husband,asian-pac-islander,male,40.0,united-states,<=50k
55.0,private,115439.0,prof-school,15.0,married-civ-spouse,exec-managerial,husband,white,male,40.0,united-states,>50k
19.0,private,118306.0,hs-grad,9.0,never-married,handlers-cleaners,own-child,white,male,32.5,united-states,<=50k
37.0,private,70282.0,assoc-acdm,12.0,never-married,sales,unmarried,black,female,40.0,united-states,<=50k
22.0,private,401451.0,some-college,10.0,married-civ-spouse,transport-moving,husband,white,male,48.0,united-states,>50k
19.0,private,86150.0,11th,7.0,never-married,craft-repair,own-child,asian-pac-islander,female,32.5,philippines,<=50k
17.0,private,183066.0,10th,6.0,never-married,other-service,own-child,white,female,40.0,united-states,<=50k
23.0,private,386019.0,9th,5.0,never-married,farming-fishing,unmarried,white,male,52.5,united-states,<=50k
25.0,private,64860.0,some-college,10.0,married-spouse-absent,adm-clerical,unmarried,white,female,32.5,united-states,<=50k
35.0,local-gov,204277.0,bachelors,13.0,married-civ-spouse,prof-specialty,husband,white,male,40.0,united-states,<=50k
18.0,private,156608.0,11th,10.0,never-married,craft-repair,own-child,white,female,32.5,united-states,<=50k
60.0,private,320376.0,7th-8th,10.0,married-civ-spouse,machine-op-inspct,wife,white,female,40.0,united-states,<=50k
37.0,self-emp-not-inc,241998.0,bachelors,13.0,married-civ-spouse,prof-specialty,husband,white,male,32.5,united-states,>50k
52.0,self-emp-inc,68015.0,some-college,10.0,married-civ-spouse,sales,husband,white,male,52.5,united-states,>50k
50.0,private,126592.0,hs-grad,9.0,separated,craft-repair,not-in-family,black,male,40.0,united-states,<=50k
34.0,state-gov,173266.0,hs-grad,9.0,married-civ-spouse,tech-support,husband,white,male,40.0,united-states,>50k
34.0,private,269243.0,some-college,10.0,never-married,adm-clerical,own-child,white,female,40.0,united-states,<=50k
79.0,private,124744.0,some-college,10.0,married-civ-spouse,prof-specialty,other-relative,white,male,32.5,united-states,<=50k
41.0,self-emp-inc,60949.0,hs-grad,9.0,divorced,craft-repair,not-in-family,white,male,52.5,united-states,<=50k
61.0,private,92691.0,hs-grad,9.0,married-civ-spouse,adm-clerical,husband,white,male,32.5,united-states,<=50k
42.0,federal-gov,172307.0,hs-grad,9.0,married-civ-spouse,adm-clerical,husband,white,male,48.0,united-states,>50k
25.0,private,177017.0,hs-grad,9.0,never-married,sales,not-in-family,white,male,37.0,united-states,<=50k
42.0,private,175133.0,some-college,10.0,never-married,machine-op-inspct,unmarried,black,female,40.0,united-states,<=50k
55.0,self-emp-not-inc,141409.0,10th,6.0,married-civ-spouse,sales,husband,white,male,50.0,united-states,>50k
39.0,private,206951.0,bachelors,13.0,married-civ-spouse,prof-specialty,husband,white,male,40.0,united-states,>50k
35.0,private,248010.0,bachelors,13.0,married-spouse-absent,craft-repair,unmarried,white,male,40.0,united-states,<=50k
29.0,private,82393.0,hs-grad,9.0,married-civ-spouse,other-service,own-child,asian-pac-islander,male,32.5,philippines,<=50k
30.0,state-gov,270218.0,bachelors,10.0,never-married,adm-clerical,own-child,black,female,40.0,united-states,<=50k
29.0,federal-gov,107411.0,some-college,10.0,married-spouse-absent,craft-repair,own-child,white,female,40.0,united-states,<=50k
27.0,self-emp-not-inc,123116.0,hs-grad,9.0,married-civ-spouse,transport-moving,husband,white,male,40.0,united-states,<=50k
50.0,local-gov,173224.0,masters,14.0,married-civ-spouse,prof-specialty,wife,white,female,40.0,united-states,<=50k
40.0,private,48087.0,hs-grad,9.0,married-civ-spouse,sales,husband,white,male,45.0,united-states,>50k
57.0,private,84888.0,hs-grad,9.0,married-civ-spouse,transport-moving,husband,white,male,50.0,united-states,<=50k
22.0,private,234663.0,hs-grad,9.0,married-civ-spouse,machine-op-inspct,husband,white,male,40.0,united-states,<=50k
34.0,private,253438.0,some-college,10.0,married-civ-spouse,exec-managerial,husband,white,male,52.5,united-states,>50k
51.0,self-emp-not-inc,125417.0,masters,14.0,married-civ-spouse,exec-managerial,husband,white,male,42.0,united-states,>50k
31.0,private,184307.0,some-college,10.0,divorced,craft-repair,not-in-family,white,male,40.0,united-states,<=50k
53.0,private,208570.0,hs-grad,9.0,married-civ-spouse,sales,wife,white,female,32.5,united-states,<=50k
19.0,private,109005.0,some-college,10.0,never-married,prof-specialty,own-child,white,female,40.0,united-states,<=50k
52.0,self-emp-inc,100506.0,some-college,10.0,married-civ-spouse,sales,husband,white,male,50.0,united-states,>50k
77.0,self-emp-not-inc,145329.0,hs-grad,9.0,never-married,machine-op-inspct,not-in-family,white,male,32.5,united-states,<=50k
23.0,private,64292.0,hs-grad,9.0,never-married,adm-clerical,not-in-family,white,female,40.0,united-states,<=50k
44.0,private,106900.0,hs-grad,9.0,married-civ-spouse,sales,husband,white,male,52.5,united-states,<=50k
28.0,local-gov,250135.0,masters,14.0,married-civ-spouse,craft-repair,wife,white,female,52.5,united-states,<=50k
23.0,private,193089.0,11th,7.0,never-married,craft-repair,own-child,white,male,40.0,united-states,<=50k
47.0,self-emp-not-inc,182752.0,hs-grad,9.0,married-civ-spouse,adm-clerical,wife,white,female,35.0,other-merged,<=50k
56.0,private,99359.0,hs-grad,9.0,divorced,adm-clerical,unmarried,white,female,40.0,united-states,<=50k
47.0,state-gov,100818.0,hs-grad,9.0,married-civ-spouse,adm-clerical,wife,white,female,40.0,united-states,>50k
43.0,private,212894.0,some-college,10.0,married-civ-spouse,craft-repair,husband,white,male,40.0,united-states,<=50k
39.0,private,115076.0,some-college,10.0,married-civ-spouse,machine-op-inspct,husband,white,male,40.0,united-states,<=50k
32.0,private,328199.0,assoc-voc,11.0,never-married,tech-support,not-in-family,white,female,52.5,united-states,<=50k
25.0,local-gov,77698.0,some-college,10.0,never-married,adm-clerical,unmarried,black,female,40.0,united-states,<=50k
38.0,private,127601.0,some-college,10.0,married-civ-spouse,handlers-cleaners,wife,white,female,35.0,united-states,<=50k
24.0,private,353696.0,some-college,10.0,never-married,other-service,own-child,white,male,32.5,canada,<=50k
60.0,self-emp-not-inc,135285.0,masters,14.0,married-civ-spouse,prof-specialty,husband,white,male,40.0,united-states,<=50k
33.0,local-gov,147654.0,assoc-voc,11.0,married-civ-spouse,prof-specialty,husband,white,male,52.5,united-states,<=50k
30.0,private,313038.0,hs-grad,9.0,never-married,craft-repair,not-in-family,white,male,40.0,united-states,<=50k
60.0,private,182687.0,assoc-acdm,12.0,divorced,other-service,not-in-family,white,female,40.0,united-states,<=50k
18.0,private,218889.0,9th,5.0,never-married,other-service,own-child,black,male,35.0,united-states,<=50k
59.0,private,151977.0,10th,10.0,separated,priv-house-serv,not-in-family,black,female,32.5,united-states,<=50k
31.0,self-emp-not-inc,186420.0,masters,14.0,separated,tech-support,not-in-family,white,female,32.5,united-states,<=50k
42.0,private,213214.0,assoc-acdm,12.0,married-civ-spouse,sales,husband,white,male,40.0,united-states,<=50k
67.0,self-emp-not-inc,124470.0,hs-grad,9.0,married-civ-spouse,farming-fishing,husband,white,male,52.5,united-states,<=50k
26.0,state-gov,180886.0,masters,14.0,married-civ-spouse,prof-specialty,husband,white,male,32.5,united-states,<=50k
28.0,local-gov,332249.0,hs-grad,9.0,separated,transport-moving,own-child,white,male,45.0,united-states,<=50k
41.0,private,254630.0,assoc-voc,11.0,divorced,craft-repair,not-in-family,white,male,52.5,united-states,<=50k
56.0,self-emp-not-inc,66356.0,some-college,10.0,married-civ-spouse,farming-fishing,husband,white,male,50.0,united-states,<=50k
18.0,private,163788.0,some-college,10.0,never-married,craft-repair,own-child,white,female,40.0,united-states,<=50k
51.0,private,56915.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,amer-indian-eskimo,male,40.0,united-states,<=50k
64.0,private,380687.0,bachelors,13.0,married-civ-spouse,craft-repair,wife,black,female,32.5,united-states,<=50k
58.0,private,265086.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,50.0,united-states,>50k
48.0,private,167381.0,hs-grad,10.0,widowed,craft-repair,unmarried,white,female,32.5,united-states,<=50k
80.5,private,181652.0,hs-grad,10.0,married-civ-spouse,machine-op-inspct,wife,white,female,40.0,united-states,<=50k
30.0,private,177522.0,hs-grad,9.0,married-civ-spouse,adm-clerical,own-child,white,female,32.5,united-states,<=50k
32.0,federal-gov,125856.0,hs-grad,9.0,divorced,craft-repair,unmarried,white,male,40.0,united-states,<=50k
27.0,private,416720.25,some-college,10.0,never-married,handlers-cleaners,own-child,black,male,40.0,united-states,<=50k
31.0,private,225779.0,hs-grad,9.0,never-married,machine-op-inspct,not-in-family,white,female,40.0,united-states,<=50k
47.0,private,177087.0,some-college,10.0,separated,craft-repair,unmarried,white,female,50.0,united-states,>50k
23.0,private,210053.0,some-college,10.0,never-married,craft-repair,not-in-family,white,female,32.5,united-states,<=50k
20.0,private,332931.0,some-college,10.0,never-married,craft-repair,own-child,white,female,40.0,united-states,<=50k
31.0,private,220690.0,some-college,10.0,divorced,craft-repair,not-in-family,white,male,52.5,united-states,<=50k
47.0,private,334039.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,44.0,united-states,>50k
44.0,private,195545.0,hs-grad,9.0,divorced,machine-op-inspct,own-child,black,female,40.0,united-states,<=50k
47.0,private,197702.0,some-college,10.0,married-civ-spouse,craft-repair,husband,white,male,40.0,united-states,<=50k
80.5,private,238433.0,1st-4th,4.5,married-civ-spouse,transport-moving,husband,white,male,40.0,cuba,<=50k
45.0,federal-gov,359808.0,assoc-acdm,12.0,never-married,exec-managerial,not-in-family,white,male,40.0,united-states,<=50k
36.0,state-gov,323726.0,some-college,10.0,never-married,tech-support,unmarried,black,female,40.0,united-states,<=50k
27.0,private,136094.0,hs-grad,9.0,never-married,handlers-cleaners,own-child,white,male,40.0,united-states,<=50k
35.0,private,252897.0,assoc-acdm,12.0,never-married,adm-clerical,not-in-family,white,female,40.0,united-states,>50k
64.0,private,64101.0,12th,8.0,married-civ-spouse,craft-repair,husband,white,male,32.5,united-states,<=50k
47.0,private,167159.0,hs-grad,9.0,divorced,machine-op-inspct,not-in-family,white,male,40.0,united-states,<=50k
41.0,private,242619.0,assoc-acdm,12.0,divorced,prof-specialty,not-in-family,white,male,52.5,united-states,<=50k
24.0,state-gov,211049.0,7th-8th,4.5,never-married,tech-support,unmarried,white,female,32.5,united-states,<=50k
46.0,private,189498.0,bachelors,13.0,married-civ-spouse,prof-specialty,husband,white,male,45.0,united-states,>50k
23.0,private,196827.0,some-college,10.0,married-civ-spouse,machine-op-inspct,husband,white,male,40.0,united-states,<=50k
34.0,private,176185.0,bachelors,13.0,never-married,exec-managerial,not-in-family,white,male,40.0,united-states,<=50k
33.0,private,220939.0,hs-grad,9.0,married-civ-spouse,sales,husband,white,male,45.0,united-states,>50k
48.0,self-emp-inc,54190.0,prof-school,15.0,married-civ-spouse,prof-specialty,husband,white,male,40.0,united-states,>50k
47.0,state-gov,80282.0,doctorate,16.0,married-civ-spouse,prof-specialty,husband,white,male,45.0,united-states,<=50k
28.0,private,416720.25,10th,6.0,separated,craft-repair,not-in-family,white,male,32.5,united-states,<=50k
54.0,self-emp-not-inc,114758.0,masters,14.0,married-civ-spouse,sales,husband,white,male,50.0,united-states,<=50k
48.0,federal-gov,110457.0,some-college,10.0,married-civ-spouse,craft-repair,husband,white,male,40.0,united-states,>50k
38.0,private,257416.0,9th,5.0,married-civ-spouse,transport-moving,husband,black,male,40.0,united-states,<=50k
52.0,self-emp-not-inc,77336.0,assoc-voc,11.0,married-civ-spouse,craft-repair,husband,white,male,40.0,united-states,<=50k
36.0,private,102945.0,assoc-voc,11.0,divorced,craft-repair,not-in-family,white,male,40.0,united-states,<=50k
48.0,self-emp-inc,136878.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,52.5,united-states,>50k
31.0,private,283531.0,hs-grad,10.0,divorced,craft-repair,unmarried,black,female,32.5,united-states,<=50k
37.0,private,162424.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,45.0,united-states,<=50k
